#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1280    0.68457E+03   -0.12632E+02    0.63880E-09   -0.12632E+02    0.29584E+02   -0.24075E-09    0.63880E-09   -0.24075E-09    0.16960E-14
  1281    0.68242E+03   -0.13395E+02    0.63431E-09   -0.13395E+02    0.29672E+02   -0.24100E-09    0.63431E-09   -0.24100E-09    0.16905E-14
  1282    0.68034E+03   -0.14162E+02    0.62992E-09   -0.14162E+02    0.29756E+02   -0.24122E-09    0.62992E-09   -0.24122E-09    0.16851E-14
  1283    0.67833E+03   -0.14934E+02    0.62566E-09   -0.14934E+02    0.29836E+02   -0.24141E-09    0.62566E-09   -0.24141E-09    0.16797E-14
  1284    0.67639E+03   -0.15710E+02    0.62154E-09   -0.15710E+02    0.29912E+02   -0.24157E-09    0.62154E-09   -0.24157E-09    0.16743E-14
  1285    0.67450E+03   -0.16489E+02    0.61758E-09   -0.16489E+02    0.29984E+02   -0.24170E-09    0.61758E-09   -0.24170E-09    0.16689E-14
  1286    0.67269E+03   -0.17272E+02    0.61380E-09   -0.17272E+02    0.30052E+02   -0.24181E-09    0.61380E-09   -0.24181E-09    0.16635E-14
  1287    0.67095E+03   -0.18058E+02    0.61021E-09   -0.18058E+02    0.30116E+02   -0.24189E-09    0.61021E-09   -0.24189E-09    0.16582E-14
  1288    0.66928E+03   -0.18847E+02    0.60682E-09   -0.18847E+02    0.30175E+02   -0.24194E-09    0.60682E-09   -0.24194E-09    0.16529E-14
  1289    0.66768E+03   -0.19637E+02    0.60366E-09   -0.19637E+02    0.30231E+02   -0.24197E-09    0.60366E-09   -0.24197E-09    0.16476E-14
  1290    0.66614E+03   -0.20430E+02    0.60075E-09   -0.20430E+02    0.30283E+02   -0.24197E-09    0.60075E-09   -0.24197E-09    0.16423E-14
  1291    0.66467E+03   -0.21224E+02    0.59808E-09   -0.21224E+02    0.30330E+02   -0.24195E-09    0.59808E-09   -0.24195E-09    0.16370E-14
  1292    0.66327E+03   -0.22021E+02    0.59570E-09   -0.22021E+02    0.30372E+02   -0.24190E-09    0.59570E-09   -0.24190E-09    0.16318E-14
  1293    0.66194E+03   -0.22818E+02    0.59360E-09   -0.22818E+02    0.30412E+02   -0.24183E-09    0.59360E-09   -0.24183E-09    0.16266E-14
  1294    0.66068E+03   -0.23614E+02    0.59180E-09   -0.23614E+02    0.30447E+02   -0.24174E-09    0.59180E-09   -0.24174E-09    0.16214E-14
  1295    0.65948E+03   -0.24413E+02    0.59033E-09   -0.24413E+02    0.30477E+02   -0.24162E-09    0.59033E-09   -0.24162E-09    0.16162E-14
  1296    0.65835E+03   -0.25209E+02    0.58920E-09   -0.25209E+02    0.30505E+02   -0.24149E-09    0.58920E-09   -0.24149E-09    0.16111E-14
  1297    0.65729E+03   -0.26006E+02    0.58843E-09   -0.26006E+02    0.30527E+02   -0.24133E-09    0.58843E-09   -0.24133E-09    0.16059E-14
  1298    0.65630E+03   -0.26802E+02    0.58802E-09   -0.26802E+02    0.30546E+02   -0.24115E-09    0.58802E-09   -0.24115E-09    0.16008E-14
  1299    0.65537E+03   -0.27598E+02    0.58801E-09   -0.27598E+02    0.30560E+02   -0.24095E-09    0.58801E-09   -0.24095E-09    0.15957E-14
  1300    0.65451E+03   -0.28391E+02    0.58839E-09   -0.28391E+02    0.30569E+02   -0.24073E-09    0.58839E-09   -0.24073E-09    0.15906E-14
  1301    0.65372E+03   -0.29183E+02    0.58920E-09   -0.29183E+02    0.30576E+02   -0.24049E-09    0.58920E-09   -0.24049E-09    0.15856E-14
  1302    0.65299E+03   -0.29972E+02    0.59040E-09   -0.29972E+02    0.30577E+02   -0.24023E-09    0.59040E-09   -0.24023E-09    0.15805E-14
  1303    0.65233E+03   -0.30760E+02    0.59199E-09   -0.30760E+02    0.30574E+02   -0.23995E-09    0.59199E-09   -0.23995E-09    0.15755E-14
  1304    0.65173E+03   -0.31544E+02    0.59395E-09   -0.31544E+02    0.30568E+02   -0.23966E-09    0.59395E-09   -0.23966E-09    0.15705E-14
  1305    0.65120E+03   -0.32327E+02    0.59625E-09   -0.32327E+02    0.30557E+02   -0.23934E-09    0.59625E-09   -0.23934E-09    0.15655E-14
  1306    0.65072E+03   -0.33104E+02    0.59889E-09   -0.33104E+02    0.30542E+02   -0.23900E-09    0.59889E-09   -0.23900E-09    0.15605E-14
  1307    0.65032E+03   -0.33878E+02    0.60184E-09   -0.33878E+02    0.30523E+02   -0.23865E-09    0.60184E-09   -0.23865E-09    0.15556E-14
  1308    0.64998E+03   -0.34649E+02    0.60508E-09   -0.34649E+02    0.30499E+02   -0.23827E-09    0.60508E-09   -0.23827E-09    0.15507E-14
  1309    0.64970E+03   -0.35414E+02    0.60860E-09   -0.35414E+02    0.30471E+02   -0.23788E-09    0.60860E-09   -0.23788E-09    0.15457E-14
  1310    0.64948E+03   -0.36176E+02    0.61237E-09   -0.36176E+02    0.30439E+02   -0.23746E-09    0.61237E-09   -0.23746E-09    0.15409E-14
  1311    0.64932E+03   -0.36932E+02    0.61639E-09   -0.36932E+02    0.30403E+02   -0.23703E-09    0.61639E-09   -0.23703E-09    0.15360E-14
  1312    0.64925E+03   -0.37682E+02    0.62063E-09   -0.37682E+02    0.30364E+02   -0.23658E-09    0.62063E-09   -0.23658E-09    0.15311E-14
  1313    0.64921E+03   -0.38428E+02    0.62507E-09   -0.38428E+02    0.30320E+02   -0.23610E-09    0.62507E-09   -0.23610E-09    0.15263E-14
  1314    0.64924E+03   -0.39166E+02    0.62970E-09   -0.39166E+02    0.30271E+02   -0.23561E-09    0.62970E-09   -0.23561E-09    0.15215E-14
  1315    0.64933E+03   -0.39898E+02    0.63450E-09   -0.39898E+02    0.30220E+02   -0.23509E-09    0.63450E-09   -0.23509E-09    0.15167E-14
  1316    0.64948E+03   -0.40624E+02    0.63945E-09   -0.40624E+02    0.30163E+02   -0.23456E-09    0.63945E-09   -0.23456E-09    0.15119E-14
  1317    0.64969E+03   -0.41343E+02    0.64453E-09   -0.41343E+02    0.30104E+02   -0.23400E-09    0.64453E-09   -0.23400E-09    0.15071E-14
  1318    0.64994E+03   -0.42054E+02    0.64972E-09   -0.42054E+02    0.30039E+02   -0.23343E-09    0.64972E-09   -0.23343E-09    0.15024E-14
  1319    0.65026E+03   -0.42758E+02    0.65501E-09   -0.42758E+02    0.29971E+02   -0.23283E-09    0.65501E-09   -0.23283E-09    0.14976E-14
  1320    0.65063E+03   -0.43454E+02    0.66037E-09   -0.43454E+02    0.29899E+02   -0.23222E-09    0.66037E-09   -0.23222E-09    0.14929E-14
  1321    0.65105E+03   -0.44143E+02    0.66580E-09   -0.44143E+02    0.29824E+02   -0.23158E-09    0.66580E-09   -0.23158E-09    0.14882E-14
  1322    0.65153E+03   -0.44822E+02    0.67127E-09   -0.44822E+02    0.29743E+02   -0.23092E-09    0.67127E-09   -0.23092E-09    0.14836E-14
  1323    0.65207E+03   -0.45493E+02    0.67676E-09   -0.45493E+02    0.29660E+02   -0.23025E-09    0.67676E-09   -0.23025E-09    0.14789E-14
  1324    0.65265E+03   -0.46156E+02    0.68226E-09   -0.46156E+02    0.29572E+02   -0.22955E-09    0.68226E-09   -0.22955E-09    0.14743E-14
  1325    0.65329E+03   -0.46808E+02    0.68774E-09   -0.46808E+02    0.29482E+02   -0.22883E-09    0.68774E-09   -0.22883E-09    0.14696E-14
  1326    0.65398E+03   -0.47452E+02    0.69320E-09   -0.47452E+02    0.29387E+02   -0.22809E-09    0.69320E-09   -0.22809E-09    0.14650E-14
  1327    0.65470E+03   -0.48087E+02    0.69860E-09   -0.48087E+02    0.29289E+02   -0.22733E-09    0.69860E-09   -0.22733E-09    0.14604E-14
  1328    0.65550E+03   -0.48710E+02    0.70394E-09   -0.48710E+02    0.29188E+02   -0.22655E-09    0.70394E-09   -0.22655E-09    0.14559E-14
  1329    0.65633E+03   -0.49324E+02    0.70920E-09   -0.49324E+02    0.29083E+02   -0.22575E-09    0.70920E-09   -0.22575E-09    0.14513E-14
  1330    0.65721E+03   -0.49927E+02    0.71435E-09   -0.49927E+02    0.28973E+02   -0.22492E-09    0.71435E-09   -0.22492E-09    0.14468E-14
  1331    0.65814E+03   -0.50520E+02    0.71938E-09   -0.50520E+02    0.28861E+02   -0.22408E-09    0.71938E-09   -0.22408E-09    0.14422E-14
  1332    0.65910E+03   -0.51102E+02    0.72427E-09   -0.51102E+02    0.28745E+02   -0.22321E-09    0.72427E-09   -0.22321E-09    0.14377E-14
  1333    0.66012E+03   -0.51671E+02    0.72901E-09   -0.51671E+02    0.28626E+02   -0.22233E-09    0.72901E-09   -0.22233E-09    0.14333E-14
  1334    0.66117E+03   -0.52231E+02    0.73357E-09   -0.52231E+02    0.28504E+02   -0.22142E-09    0.73357E-09   -0.22142E-09    0.14288E-14
  1335    0.66227E+03   -0.52779E+02    0.73794E-09   -0.52779E+02    0.28378E+02   -0.22049E-09    0.73794E-09   -0.22049E-09    0.14243E-14
  1336    0.66341E+03   -0.53314E+02    0.74209E-09   -0.53314E+02    0.28249E+02   -0.21954E-09    0.74209E-09   -0.21954E-09    0.14199E-14
  1337    0.66459E+03   -0.53837E+02    0.74602E-09   -0.53837E+02    0.28116E+02   -0.21857E-09    0.74602E-09   -0.21857E-09    0.14155E-14
  1338    0.66580E+03   -0.54349E+02    0.74970E-09   -0.54349E+02    0.27981E+02   -0.21757E-09    0.74970E-09   -0.21757E-09    0.14111E-14
  1339    0.66706E+03   -0.54849E+02    0.75312E-09   -0.54849E+02    0.27842E+02   -0.21656E-09    0.75312E-09   -0.21656E-09    0.14067E-14
  1340    0.66836E+03   -0.55337E+02    0.75625E-09   -0.55337E+02    0.27701E+02   -0.21552E-09    0.75625E-09   -0.21552E-09    0.14023E-14
  1341    0.66968E+03   -0.55811E+02    0.75908E-09   -0.55811E+02    0.27558E+02   -0.21446E-09    0.75908E-09   -0.21446E-09    0.13979E-14
  1342    0.67104E+03   -0.56272E+02    0.76159E-09   -0.56272E+02    0.27411E+02   -0.21338E-09    0.76159E-09   -0.21338E-09    0.13936E-14
  1343    0.67243E+03   -0.56721E+02    0.76377E-09   -0.56721E+02    0.27261E+02   -0.21228E-09    0.76377E-09   -0.21228E-09    0.13893E-14
  1344    0.67386E+03   -0.57156E+02    0.76559E-09   -0.57156E+02    0.27108E+02   -0.21116E-09    0.76559E-09   -0.21116E-09    0.13850E-14
  1345    0.67531E+03   -0.57577E+02    0.76703E-09   -0.57577E+02    0.26953E+02   -0.21001E-09    0.76703E-09   -0.21001E-09    0.13807E-14
  1346    0.67680E+03   -0.57987E+02    0.76809E-09   -0.57987E+02    0.26795E+02   -0.20885E-09    0.76809E-09   -0.20885E-09    0.13764E-14
  1347    0.67831E+03   -0.58382E+02    0.76874E-09   -0.58382E+02    0.26634E+02   -0.20766E-09    0.76874E-09   -0.20766E-09    0.13721E-14
  1348    0.67985E+03   -0.58763E+02    0.76895E-09   -0.58763E+02    0.26471E+02   -0.20644E-09    0.76895E-09   -0.20644E-09    0.13679E-14
  1349    0.68143E+03   -0.59130E+02    0.76873E-09   -0.59130E+02    0.26305E+02   -0.20521E-09    0.76873E-09   -0.20521E-09    0.13637E-14
  1350    0.68302E+03   -0.59483E+02    0.76803E-09   -0.59483E+02    0.26137E+02   -0.20395E-09    0.76803E-09   -0.20395E-09    0.13594E-14
  1351    0.68464E+03   -0.59822E+02    0.76687E-09   -0.59822E+02    0.25967E+02   -0.20268E-09    0.76687E-09   -0.20268E-09    0.13552E-14
  1352    0.68627E+03   -0.60147E+02    0.76525E-09   -0.60147E+02    0.25794E+02   -0.20138E-09    0.76525E-09   -0.20138E-09    0.13511E-14
  1353    0.68794E+03   -0.60457E+02    0.76322E-09   -0.60457E+02    0.25620E+02   -0.20005E-09    0.76322E-09   -0.20005E-09    0.13469E-14
  1354    0.68962E+03   -0.60754E+02    0.76079E-09   -0.60754E+02    0.25444E+02   -0.19871E-09    0.76079E-09   -0.19871E-09    0.13427E-14
  1355    0.69133E+03   -0.61036E+02    0.75800E-09   -0.61036E+02    0.25265E+02   -0.19735E-09    0.75800E-09   -0.19735E-09    0.13386E-14
  1356    0.69305E+03   -0.61304E+02    0.75488E-09   -0.61304E+02    0.25085E+02   -0.19597E-09    0.75488E-09   -0.19597E-09    0.13345E-14
  1357    0.69479E+03   -0.61556E+02    0.75146E-09   -0.61556E+02    0.24902E+02   -0.19458E-09    0.75146E-09   -0.19458E-09    0.13304E-14
  1358    0.69654E+03   -0.61792E+02    0.74777E-09   -0.61792E+02    0.24718E+02   -0.19316E-09    0.74777E-09   -0.19316E-09    0.13263E-14
  1359    0.69830E+03   -0.62015E+02    0.74384E-09   -0.62015E+02    0.24532E+02   -0.19173E-09    0.74384E-09   -0.19173E-09    0.13222E-14
  1360    0.70005E+03   -0.62222E+02    0.73971E-09   -0.62222E+02    0.24346E+02   -0.19028E-09    0.73971E-09   -0.19028E-09    0.13181E-14
  1361    0.70184E+03   -0.62415E+02    0.73539E-09   -0.62415E+02    0.24156E+02   -0.18882E-09    0.73539E-09   -0.18882E-09    0.13141E-14
  1362    0.70362E+03   -0.62591E+02    0.73092E-09   -0.62591E+02    0.23965E+02   -0.18735E-09    0.73092E-09   -0.18735E-09    0.13100E-14
  1363    0.70542E+03   -0.62755E+02    0.72634E-09   -0.62755E+02    0.23773E+02   -0.18586E-09    0.72634E-09   -0.18586E-09    0.13060E-14
  1364    0.70720E+03   -0.62902E+02    0.72167E-09   -0.62902E+02    0.23580E+02   -0.18435E-09    0.72167E-09   -0.18435E-09    0.13020E-14
  1365    0.70907E+03   -0.63033E+02    0.71694E-09   -0.63033E+02    0.23385E+02   -0.18284E-09    0.71694E-09   -0.18284E-09    0.12980E-14
  1366    0.71087E+03   -0.63150E+02    0.71218E-09   -0.63150E+02    0.23189E+02   -0.18131E-09    0.71218E-09   -0.18131E-09    0.12940E-14
  1367    0.71268E+03   -0.63252E+02    0.70743E-09   -0.63252E+02    0.22991E+02   -0.17977E-09    0.70743E-09   -0.17977E-09    0.12901E-14
  1368    0.71456E+03   -0.63337E+02    0.70270E-09   -0.63337E+02    0.22794E+02   -0.17822E-09    0.70270E-09   -0.17822E-09    0.12861E-14
  1369    0.71637E+03   -0.63408E+02    0.69804E-09   -0.63408E+02    0.22594E+02   -0.17667E-09    0.69804E-09   -0.17667E-09    0.12822E-14
  1370    0.71819E+03   -0.63463E+02    0.69348E-09   -0.63463E+02    0.22394E+02   -0.17510E-09    0.69348E-09   -0.17510E-09    0.12783E-14
  1371    0.72001E+03   -0.63503E+02    0.68904E-09   -0.63503E+02    0.22193E+02   -0.17353E-09    0.68904E-09   -0.17353E-09    0.12744E-14
  1372    0.72183E+03   -0.63528E+02    0.68475E-09   -0.63528E+02    0.21992E+02   -0.17195E-09    0.68475E-09   -0.17195E-09    0.12705E-14
  1373    0.72366E+03   -0.63538E+02    0.68064E-09   -0.63538E+02    0.21790E+02   -0.17036E-09    0.68064E-09   -0.17036E-09    0.12666E-14
  1374    0.72549E+03   -0.63532E+02    0.67675E-09   -0.63532E+02    0.21588E+02   -0.16876E-09    0.67675E-09   -0.16876E-09    0.12627E-14
  1375    0.72732E+03   -0.63512E+02    0.67311E-09   -0.63512E+02    0.21384E+02   -0.16717E-09    0.67311E-09   -0.16717E-09    0.12589E-14
  1376    0.72916E+03   -0.63476E+02    0.66974E-09   -0.63476E+02    0.21181E+02   -0.16556E-09    0.66974E-09   -0.16556E-09    0.12550E-14
  1377    0.73101E+03   -0.63425E+02    0.66667E-09   -0.63425E+02    0.20978E+02   -0.16396E-09    0.66667E-09   -0.16396E-09    0.12512E-14
  1378    0.73285E+03   -0.63359E+02    0.66394E-09   -0.63359E+02    0.20772E+02   -0.16235E-09    0.66394E-09   -0.16235E-09    0.12474E-14
  1379    0.73463E+03   -0.63278E+02    0.66158E-09   -0.63278E+02    0.20569E+02   -0.16073E-09    0.66158E-09   -0.16073E-09    0.12436E-14
  1380    0.73641E+03   -0.63182E+02    0.65961E-09   -0.63182E+02    0.20363E+02   -0.15912E-09    0.65961E-09   -0.15912E-09    0.12398E-14
  1381    0.73819E+03   -0.63071E+02    0.65807E-09   -0.63071E+02    0.20159E+02   -0.15751E-09    0.65807E-09   -0.15751E-09    0.12361E-14
  1382    0.73983E+03   -0.62944E+02    0.65698E-09   -0.62944E+02    0.19954E+02   -0.15589E-09    0.65698E-09   -0.15589E-09    0.12323E-14
  1383    0.74162E+03   -0.62803E+02    0.65638E-09   -0.62803E+02    0.19750E+02   -0.15428E-09    0.65638E-09   -0.15428E-09    0.12286E-14
  1384    0.74327E+03   -0.62647E+02    0.65630E-09   -0.62647E+02    0.19546E+02   -0.15266E-09    0.65630E-09   -0.15266E-09    0.12248E-14
  1385    0.74492E+03   -0.62477E+02    0.65677E-09   -0.62477E+02    0.19341E+02   -0.15105E-09    0.65677E-09   -0.15105E-09    0.12211E-14
  1386    0.74657E+03   -0.62292E+02    0.65781E-09   -0.62292E+02    0.19138E+02   -0.14945E-09    0.65781E-09   -0.14945E-09    0.12174E-14
  1387    0.74816E+03   -0.62092E+02    0.65946E-09   -0.62092E+02    0.18934E+02   -0.14784E-09    0.65946E-09   -0.14784E-09    0.12137E-14
  1388    0.74989E+03   -0.61878E+02    0.66175E-09   -0.61878E+02    0.18731E+02   -0.14624E-09    0.66175E-09   -0.14624E-09    0.12101E-14
  1389    0.75148E+03   -0.61649E+02    0.66471E-09   -0.61649E+02    0.18528E+02   -0.14465E-09    0.66471E-09   -0.14465E-09    0.12064E-14
  1390    0.75301E+03   -0.61408E+02    0.66836E-09   -0.61408E+02    0.18327E+02   -0.14306E-09    0.66836E-09   -0.14306E-09    0.12028E-14
  1391    0.75461E+03   -0.61152E+02    0.67275E-09   -0.61152E+02    0.18126E+02   -0.14147E-09    0.67275E-09   -0.14147E-09    0.11991E-14
  1392    0.75614E+03   -0.60882E+02    0.67789E-09   -0.60882E+02    0.17926E+02   -0.13990E-09    0.67789E-09   -0.13990E-09    0.11955E-14
  1393    0.75767E+03   -0.60597E+02    0.68382E-09   -0.60597E+02    0.17726E+02   -0.13833E-09    0.68382E-09   -0.13833E-09    0.11919E-14
  1394    0.75913E+03   -0.60301E+02    0.69058E-09   -0.60301E+02    0.17528E+02   -0.13677E-09    0.69058E-09   -0.13677E-09    0.11883E-14
  1395    0.76060E+03   -0.59989E+02    0.69818E-09   -0.59989E+02    0.17330E+02   -0.13522E-09    0.69818E-09   -0.13522E-09    0.11847E-14
  1396    0.76207E+03   -0.59666E+02    0.70666E-09   -0.59666E+02    0.17134E+02   -0.13368E-09    0.70666E-09   -0.13368E-09    0.11811E-14
  1397    0.76348E+03   -0.59329E+02    0.71606E-09   -0.59329E+02    0.16938E+02   -0.13215E-09    0.71606E-09   -0.13215E-09    0.11776E-14
  1398    0.76481E+03   -0.58979E+02    0.72639E-09   -0.58979E+02    0.16743E+02   -0.13063E-09    0.72639E-09   -0.13063E-09    0.11740E-14
  1399    0.76614E+03   -0.58615E+02    0.73769E-09   -0.58615E+02    0.16551E+02   -0.12912E-09    0.73769E-09   -0.12912E-09    0.11705E-14
  1400    0.76748E+03   -0.58240E+02    0.75000E-09   -0.58240E+02    0.16360E+02   -0.12763E-09    0.75000E-09   -0.12763E-09    0.11670E-14
  1401    0.76875E+03   -0.57851E+02    0.76333E-09   -0.57851E+02    0.16168E+02   -0.12615E-09    0.76333E-09   -0.12615E-09    0.11635E-14
  1402    0.77003E+03   -0.57451E+02    0.77765E-09   -0.57451E+02    0.15980E+02   -0.12468E-09    0.77765E-09   -0.12468E-09    0.11600E-14
  1403    0.77123E+03   -0.57038E+02    0.79295E-09   -0.57038E+02    0.15793E+02   -0.12323E-09    0.79295E-09   -0.12323E-09    0.11565E-14
  1404    0.77237E+03   -0.56613E+02    0.80918E-09   -0.56613E+02    0.15608E+02   -0.12178E-09    0.80918E-09   -0.12178E-09    0.11530E-14
  1405    0.77358E+03   -0.56176E+02    0.82632E-09   -0.56176E+02    0.15423E+02   -0.12035E-09    0.82632E-09   -0.12035E-09    0.11496E-14
  1406    0.77465E+03   -0.55728E+02    0.84432E-09   -0.55728E+02    0.15241E+02   -0.11893E-09    0.84432E-09   -0.11893E-09    0.11461E-14
  1407    0.77564E+03   -0.55269E+02    0.86317E-09   -0.55269E+02    0.15061E+02   -0.11752E-09    0.86317E-09   -0.11752E-09    0.11427E-14
  1408    0.77679E+03   -0.54798E+02    0.88283E-09   -0.54798E+02    0.14881E+02   -0.11611E-09    0.88283E-09   -0.11611E-09    0.11392E-14
  1409    0.77772E+03   -0.54316E+02    0.90327E-09   -0.54316E+02    0.14705E+02   -0.11472E-09    0.90327E-09   -0.11472E-09    0.11358E-14
  1410    0.77873E+03   -0.53824E+02    0.92445E-09   -0.53824E+02    0.14529E+02   -0.11333E-09    0.92445E-09   -0.11333E-09    0.11324E-14
  1411    0.77967E+03   -0.53321E+02    0.94634E-09   -0.53321E+02    0.14356E+02   -0.11196E-09    0.94634E-09   -0.11196E-09    0.11290E-14
  1412    0.78053E+03   -0.52807E+02    0.96892E-09   -0.52807E+02    0.14186E+02   -0.11058E-09    0.96892E-09   -0.11058E-09    0.11257E-14
  1413    0.78125E+03   -0.52284E+02    0.99215E-09   -0.52284E+02    0.14017E+02   -0.10922E-09    0.99215E-09   -0.10922E-09    0.11223E-14
  1414    0.78205E+03   -0.51750E+02    0.10160E-08   -0.51750E+02    0.13851E+02   -0.10786E-09    0.10160E-08   -0.10786E-09    0.11189E-14
  1415    0.78278E+03   -0.51206E+02    0.10404E-08   -0.51206E+02    0.13686E+02   -0.10651E-09    0.10404E-08   -0.10651E-09    0.11156E-14
  1416    0.78351E+03   -0.50654E+02    0.10654E-08   -0.50654E+02    0.13524E+02   -0.10516E-09    0.10654E-08   -0.10516E-09    0.11123E-14
  1417    0.78410E+03   -0.50093E+02    0.10909E-08   -0.50093E+02    0.13364E+02   -0.10381E-09    0.10909E-08   -0.10381E-09    0.11090E-14
  1418    0.78469E+03   -0.49521E+02    0.11169E-08   -0.49521E+02    0.13206E+02   -0.10247E-09    0.11169E-08   -0.10247E-09    0.11057E-14
